COWNum,COWID,StateName,OtherName,ISD_Category,Region,Start,Start_Am,EStart,EStart_Am,Declare,DecDate,Population,PopDate,PopAm,PopulationHigh,PopulationLow,StartType,StartType_Am,StartSettle,End,End_Am,EndType,EndType_Am,EndSettle,Sovereignty_Am,EuroDip,Borders,Borders_Am,Latitude,Longitude,Capital,VioStart,VioStart_Am,VioEnd,VioEnd_Am,DestinationA,DestinationB,DestinationC,DestinationD,DestinationE,DestinationF,DestinationG,DestinationH,DestinationI,DestinationJ,DestinationK,DestinationL,DestinationM,DestinationN,DestinationO,DestinationP,DestinationQ,DestinationR,DestinationS,DestinationT,DestinationU
781,MAD,Maldives,-9,1,2,1965-07-26,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
432,MLI,Mali,-9,1,1,1960-06-20,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
338,MLT,Malta,-9,1,5,1964-09-21,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
4765,MDR,Mandara,Wandala,3,1,1816-01-01,0,1500,1,0,-9,-9,2018,1,84000,-9,1,1,0,1902-12-31,0,1,0,0,1,0,0,1,11 3 0 N,14 9 0 E,,1,0,1,0,471,483,,,,,,,,,,,,,,,,,,,
4393,MDK,Mandinka Empire,"The Wassoulou (Wasulu, Wassulu, Wassalou or Oussalou) Empire",2,1,1878-01-01,1,-9,-9,0,-9,1500000,1887,0,1500000,100000,2,1,0,1887-03-25,1,1,0,1,0,1,0,1,9 55 59.3 N,9 09 22.9 W,Bissandugu,1,0,1,0,438,437,432,,,,,,,,,,,,,,,,,,
4909,MNG,Mangbetu Kingdom,-9,3,1,1816-01-01,0,1815,1,0,-9,100000,1921,0,112000,-9,1,0,0,1873-12-31,0,4,0,0,0,1,0,1,2 26 34.9 N,28 21 23.2 E,Mbunza,1,0,1,0,490,,,,,,,,,,,,,,,,,,,,
7587,MPR,Manipur,"Munipoor, Cassay, Kathay, Mogli, Mikli",1,2,1816-01-01,1,1782,1,0,-9,55000,1819,0,221070,-9,2,0,0,1891-04-27,0,1,0,0,1,1,0,1,24 48 26.64 N,93 56 18.24 E,Imphal,1,1,1,0,750,,,,,,,,,,,,,,,,,,,,
4758,MRD,Maradi,Katsina-state,1,1,1819-01-01,0,-9,-9,0,-8,-9,-9,-9,-9,-9,6,0,0,1898-12-31,0,2,0,0,0,0,0,0,13 29 30 N,7 5 47 E,Maradi,0,0,1,0,436,,,,,,,,,,,,,,,,,,,,
983,MSI,Marshall Islands,-9,1,3,1986-10-21,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
4326,MAS,Massina,"The Messina Empire, Hamdallahi Caliphate, Macina",2,1,1816-01-01,1,1810,1,0,-9,4000000,1810,0,4500000,10000,2,0,0,1862-12-31,0,2,0,0,0,1,0,1,14 19 52 N,04 05 45 W,Hamdullahi,1,0,1,0,432,,,,,,,,,,,,,,,,,,,,
8570,MAT,Mataram,-9,3,3,1816-01-01,0,1570,0,0,-9,4390661,1815,0,-9,-9,2,0,0,1830-12-31,0,1,0,0,1,1,0,1,7 34 27 S,110 47 8 E,,1,0,1,0,850,,,,,,,,,,,,,,,,,,,,
8542,LOM,Mataram Lombok,Lombok,3,3,1839-01-01,0,-9,-9,-9,-9,530000,1890,0,-9,-9,2,0,0,1894-12-31,0,1,0,-9,0,1,0,1,8 35 0 S,116 7 0 E,,1,0,1,0,850,,,,,,,,,,,,,,,,,,,,
9207,MTA,Mataatua,-9,3,3,1816-01-01,0,-9,-9,0,-9,14000,1801,1,-9,-9,1,0,0,1835-10-28,0,3,-9,1,1,1,0,1,37 59 0 S,177 0 0 E,,0,0,0,0,920,,,,,,,,,,,,,,,,,,,,
435,MAA,Mauritania,-9,1,1,1960-11-28,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
590,MAS,Mauritius,-9,1,1,1968-03-12,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
280,MEC,Mecklenburg Schwerin,-9,2,5,1816-01-01,0,1815,1,0,-9,340000,1816,0,463362,-9,2,0,1,1866-08-18,1,3,0,1,0,1,1,0,53 38 0 N,11 25 0 E,Schwerin,0,0,0,0,255,265,,,,,,,,,,,,,,,,,,,
253,MKS,Mecklenburg Strelitz,-9,3,5,1816-01-01,0,1815,1,0,-9,71764,1816,0,99060,-9,2,1,1,1866-08-21,0,3,0,1,0,1,1,0,53 21 53 N,13 3 49 E,Strelitz,0,0,0,0,255,265,,,,,,,,,,,,,,,,,,,
5797,MNB,Menabe,Sakalava Kingdom,1,1,1816-01-01,0,1550,1,0,0,-8,-9,-9,-9,-9,1,0,0,1850-12-31,1,2,0,-9,0,0,0,0,20 17 5 S,44 19 3 E,,0,0,1,0,580,,,,,,,,,,,,,,,,,,,,
8571,MGW,Mengwi,Mang Oei Manguwi Mengoi Mengui,3,3,1816-01-01,0,1690,1,-9,-9,150000,1837,0,-9,-9,3,1,-9,1823-12-31,1,2,0,1,0,-9,0,0,8 33 0 S,115 10 0.12 E,,0,0,1,0,850,,,,,,,,,,,,,,,,,,,,
70,MEX,Mexico,-9,1,4,1821-08-24,1,-9,-9,1,24-02-1821,6'587'000,1820,0,-9,-9,5,0,1,2016-12-31,0,-9,-9,-9,0,1,1,0,19 26 0 N,99 8 0 W,Mexico City,1,0,-9,-9,70,,,,,,,,,,,,,,,,,,,,
8534,MIN,Minangkabau,-9,1,3,1816-01-01,0,1347,0,0,-9,695917,1852,0,-9,-9,2,1,0,1837-12-31,1,1,0,1,0,0,0,0,0 26 22 S,100 40 9 E,Pagaruyung,1,1,1,0,850,,,,,,,,,,,,,,,,,,,,
332,MOD,Modena,-9,1,5,1816-01-01,0,1815,1,0,-9,400000,1839,0,-9,-9,2,1,1,1860-03-31,0,3,0,0,0,1,1,0,44 38 49 N,10 55 32 E,Modena,0,0,0,0,325,,,,,,,,,,,,,,,,,,,,
5814,MOH,Moheli,Mwali,3,1,1830-01-01,0,-9,-9,0,-9,-9,-9,1,-9,-9,2,0,0,1886-12-31,1,1,0,1,0,1,1,0,12 16 48 S,43 44 33 E,,-9,-9,-9,1,581,,,,,,,,,,,,,,,,,,,,
359,MLD,Moldova,-9,1,5,1991-12-26,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
221,MNC,Monaco,-9,1,5,1993-05-28,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
712,MON,Mongolia,-9,1,2,1921-01-01,0,1200,1,1,01-01-1911,1000000,1960,0,1000000,-9,2,0,0,2016-12-31,0,-9,-9,-9,0,1,1,0,47 55 13 N,106 55 2 E,Ulaanbaatar,1,0,-9,-9,712,,,,,,,,,,,,,,,,,,,,
341,MNG,Montenegro,-9,1,5,2006-06-12,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
341,MNG,Montenegro,-9,1,5,1878-07-13,0,-9,-9,1,13-07-1878,195585,1871,0,-9,-9,2,1,1,1918-11-26,1,2,0,1,0,1,1,0,42 26 28.63 N,19 15 46.41 E,Podgorica,0,1,1,0,341,,,,,,,,,,,,,,,,,,,,
600,MOR,Morocco,-9,1,1,1956-03-02,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
600,MOR,Morocco,The Morocco Sultanate,2,1,1816-01-01,0,1578,1,0,-9,1000000,1906,0,5000000,-9,2,0,0,1912-03-30,0,1,0,1,0,1,0,1,31 38 02.3 N,7 59 11.7 W,Marrakech,1,1,1,0,600,,,,,,,,,,,,,,,,,,,,
541,MZM,Mozambique,-9,1,1,1975-06-25,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
5603,MTW,Mthetwa,"Mtetwa, Mthethwa Paramountcy",3,1,1816-01-01,0,1810,1,0,-9,-9,-9,1,-9,-9,1,1,0,1817-12-31,1,3,0,0,0,0,1,0,28 30 54 S,31 50 55 E,,0,0,0,1,560,,,,,,,,,,,,,,,,,,,,
775,MYA,Myanmar,-9,1,3,1948-01-04,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
775,MYA,Myanmar,Burma,1,3,1816-01-01,0,1757,1,0,-9,21486400,1960,0,-9,-9,4,0,0,1885-11-28,0,1,0,0,0,1,1,1,21 58 30 N,96 5 0 E,Mandalay,1,0,1,0,775,,,,,,,,,,,,,,,,,,,,
7585,NAG,Nagpur,"(of the) Bhonsla, Nagpore, Nagpoor",1,2,1816-01-01,0,1743,1,0,-9,2214904,1820,0,2214904,697356,2,0,1,1818-12-31,1,1,0,1,1,1,0,1,21 9 0 N,79 5 0 E,Nagpur,1,0,1,0,750,,,,,,,,,,,,,,,,,,,,
565,NAM,Namibia,-9,1,1,1990-03-21,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
254,NAS,Nassau,-9,1,5,1816-01-01,0,1815,1,0,-9,301907,1817,0,362652,-9,2,1,1,1866-09-20,0,2,0,1,0,1,1,0,50 4 57 N,8 14 24 E,Wiesbaden,0,0,1,0,255,260,,,,,,,,,,,,,,,,,,,
970,NAU,Nauru,-9,1,3,1968-01-31,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
5522,NDB,Ndebele Kingdom,Matabele Kingdom,2,1,1822-01-01,1,-9,-9,0,-9,60000,1829,0,80000,60000,2,1,0,1893-12-31,1,2,0,0,0,,0,1,20 10 00 S,28 34 00 E,Bulawayo,1,0,1,0,552,560,,,,,,,,,,,,,,,,,,,
5602,NDW,Ndwandwe Kingdom,-9,3,1,1816-01-01,0,1750,1,0,-9,-9,-9,1,-9,-9,-9,-9,0,1820-12-31,0,2,0,0,0,0,0,1,27 53 0 S,31 38 0 E,,0,0,1,0,560,,,,,,,,,,,,,,,,,,,,
8210,NGS,Negeri Sembilan,Negeri Sembilan Sri Menanti confederacy,3,3,1816-01-01,0,1773,0,1,21-03-1773,65219,1891,1,130199,27680,4,0,0,1887-12-31,0,1,0,1,0,1,1,0,2 42 0 N,102 10 0 E,Seri Menanti,0,0,0,0,820,,,,,,,,,,,,,,,,,,,,
670,SAU,Nejd (Saudi Arabia),"House of Saud (or al-Saud), Riyadh, Nejd/Saud Sultanate/Emirate, etc.",2,6,1843-01-01,0,1744,0,0,-9,300000,1810,0,-9,-9,5,0,0,1891-12-31,0,2,0,0,0,1,0,0,24 38 0 N,46 43 0 E,Riyadh,0,0,1,0,670,,,,,,,,,,,,,,,,,,,,
670,SAU,Nejd (Saudi Arabia),"House of Saud (or al-Saud), Riyadh, Nejd/Saud Sultanate/Emirate, etc.",1,6,1816-01-01,0,1744,0,0,-9,300000,1810,0,-9,-9,6,0,1,1818-12-31,0,2,0,0,0,1,0,0,24 38 0 N,46 43 0 E,Riyadh,0,0,1,0,670,,,,,,,,,,,,,,,,,,,,
670,SAU,Nejd (Saudi Arabia),"House of Saud (or al-Saud), Riyadh, Nejd/Saud Sultanate/Emirate, etc.",2,6,1902-01-15,0,-9,-9,0,-9,2550000,1920,0,-9,-9,2,0,0,2016-12-31,0,-9,-9,-9,0,1,0,0,24 38 0 N,46 43 0 E,Riyadh,0,0,-9,-9,670,,,,,,,,,,,,,,,,,,,,
790,NEP,Nepal,-9,1,2,1816-01-01,0,1768,0,0,-9,10100000,1960,0,-9,-9,4,0,0,2016-12-31,0,-9,-9,-9,0,1,1,0,27 43 02 N,85 19 26 E,Kathmandu,1,0,-9,-9,790,,,,,,,,,,,,,,,,,,,,
210,NTH,Netherlands,-9,1,5,1945-06-26,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
210,NTH,Netherlands,The United Kingdom of the Netherlands,1,5,1816-01-01,0,1815,0,0,-9,2'333'000,1820,0,-9,-9,3,0,1,1940-05-15,0,2,0,0,0,1,1,0,52 22 0 N,4 54 0 E,Amsterdam,1,0,1,0,210,211,212,,,,,,,,,,,,,,,,,,
920,NEW,New Zealand,-9,1,3,1920-01-10,0,-9,-9,0,-9,1'241'000,1920,0,-9,-9,5,0,1,2016-12-31,0,-9,-9,-9,0,1,1,0,41 18 0 S,174 47 0 E,Wellington,0,0,-9,-9,920,,,,,,,,,,,,,,,,,,,,
9208,NGA,Ngapuhi,-9,3,3,1816-01-01,0,-9,-9,0,-9,14000,1801,1,18000,-9,1,0,0,1828-12-31,1,4,0,0,1,1,0,0,35 19 17 s,173 51 33 e,Okuratope,1,0,1,0,920,,,,,,,,,,,,,,,,,,,,
93,NIC,Nicaragua,-9,1,4,1840-01-01,1,-9,-9,1,30-04-1838,242000,1840,0,277000,207269,3,0,1,2016-12-31,0,-9,-9,-9,1,1,1,1,12 8 11 N,86 15 5 W,Managua,0,1,-9,-9,93,,,,,,,,,,,,,,,,,,,,
436,NIR,Niger,-9,1,1,1960-10-03,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
475,NIG,Nigeria,-9,1,1,1960-10-01,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
731,PRK,North Korea,-9,1,3,1948-09-09,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
385,NOR,Norway,-9,1,5,1945-05-07,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
385,NOR,Norway,-9,1,5,1905-06-07,0,-9,-9,1,07-06-1905,2'384'000,1910,0,-9,-9,3,0,1,1940-04-30,0,2,0,0,0,1,1,0,59 56 0 N,10 41 0 E,Oslo,0,0,1,0,385,,,,,,,,,,,,,,,,,,,,
4761,NUP,Nupe,-9,3,1,1816-01-01,0,1500,1,0,-9,100000,1830,0,-9,-9,1,1,0,1832-12-31,0,2,0,0,0,1,0,0,9 12 39.7 N,5 01 46.5 E,Rabba,1,0,1,0,475,,,,,,,,,,,,,,,,,,,,
5110,NYA,Nyungu Kingdom,-9,3,1,1880-01-01,0,-9,-9,0,-9,100000,1884,0,200000,-9,1,1,0,1894-12-31,0,1,0,1,0,1,0,0,5 55 42.7 S,34 09 57.9 E,Ukimbu,1,0,0,0,510,,,,,,,,,,,,,,,,,,,,
4395,OGD,Oaugadougou,Wagadugu,3,1,1816-01-01,0,1400,1,0,-9,750000,1958,0,-9,-9,1,1,0,1896-09-30,0,1,0,0,0,1,0,1,12 21 26 N,1 32 7 W,Oaugadougou,1,0,1,0,439,,,,,,,,,,,,,,,,,,,,
257,OLD,Oldenburg,-9,2,5,1816-01-01,0,1815,1,0,-9,217000,1820,0,-9,-9,2,1,1,1866-08-18,1,3,0,1,0,1,1,0,53 8 38 N,8 12 50 E,Oldenburg,0,0,0,0,255,260,,,,,,,,,,,,,,,,,,,
698,OMA,Oman,-9,1,6,1971-10-07,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
698,OMA,Oman,-9,1,6,1816-01-01,0,1650,1,0,-9,471000,1907,0,-9,-9,2,0,0,1891-12-31,0,1,0,1,0,1,1,0,23 35 20 N,58 24 30 E,Muscat,1,0,0,0,698,,,,,,,,,,,,,,,,,,,,
564,OFS,Orange Free State,-9,1,1,1854-02-23,0,-9,-9,1,23-02-1854,210000,1875,0,528000,100000,5,1,1,1902-05-31,0,1,0,1,0,1,1,0,29 07 0 S,26 13 0 E,Bloemfontein,1,0,1,0,560,,,,,,,,,,,,,,,,,,,,
5402,OVI,Ovimbundu,Southern Mbundu Umbundu Mambari Kimbanda,2,1,1816-01-01,0,1770,1,0,-9,1000000,1859,0,1000000,100000,1,0,0,1902-09-30,0,1,0,0,0,1,0,0,12 11 45 S,15 51 20 E,,1,0,1,0,540,,,,,,,,,,,,,,,,,,,,
4799,OWO,Owo,,1,1,1816-01-01,0,1150,1,0,-9,-8,-9,-9,-9,-9,1,0,0,1893-12-31,0,1,0,0,0,0,0,0,7 11 0 N,5 35 0 E,,0,0,1,0,475,,,,,,,,,,,,,,,,,,,,
4775,OYO,Oyo Empire,Yoruda Oyo Empire Old Oyo Empire Oyo-Ile,2,1,1816-01-01,0,1600,1,0,-9,1000000,1700,0,1000000,-9,2,0,0,1833-12-31,0,2,0,0,0,1,0,0,7 50 21.7 N,3 56 15.4 E,Oyo-Ile,1,0,1,0,475,,,,,,,,,,,,,,,,,,,,
8203,PAH,Pahang,Pulau Pinang,2,3,1863-06-10,0,1454,1,1,01-01-1853,84113,1901,0,118708,-9,2,0,0,1887-10-08,0,1,0,1,0,1,1,1,3 30 0 N,103 25 0 E,Pekan,0,1,0,0,820,,,,,,,,,,,,,,,,,,,,
770,PAK,Pakistan,-9,1,2,1947-08-14,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
986,PAL,Palau,-9,1,3,1994-12-15,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
8537,PAL,Palembang,-9,1,3,1816-01-01,0,1528,1,1,21-03-1670,100000,1821,0,-9,-9,2,1,0,1823-12-31,0,1,0,1,0,1,1,1,2 59 10 S,104 45 20 E,Palembang,-9,-9,1,0,850,,,,,,,,,,,,,,,,,,,,
95,PAN,Panama,-9,1,4,1903-11-03,1,-9,-9,1,03-11-1903,1132921,1960,0,-9,297000,2,0,1,2016-12-31,0,-9,-9,-9,1,1,1,1,8 59 0 N,79 31 0 W,Panama City,0,0,-9,-9,95,,,,,,,,,,,,,,,,,,,,
327,PAP,Papal States,Roman Republic,2,5,1816-01-01,0,1815,1,0,-9,2700000,1839,0,-9,-9,2,1,1,1870-10-22,0,3,0,0,0,1,1,0,41 54 0 N,12 30 0 E,Rome,0,0,1,0,325,,,,,,,,,,,,,,,,,,,,
910,PNG,Papua New Guinea,-9,1,3,1975-09-16,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
150,PAR,Paraguay,-9,1,4,1816-01-01,0,14-5-1811,1,1,14-5-1811,143'000,1820,0,-9,-9,5,0,0,2016-12-31,0,-9,-9,-9,0,1,1,0,25 16 0 S,57 40 0 W,Asuncion,1,0,-9,-9,150,,,,,,,,,,,,,,,,,,,,
335,PMA,Parma,-9,1,5,1816-01-01,0,1815,1,0,-9,500000,1839,0,-9,-9,2,1,1,1860-03-15,0,3,0,0,0,1,1,0,44 48 5.3 N,10 19 40.8 E,Parma,0,0,0,0,325,,,,,,,,,,,,,,,,,,,,
8201,PRK,Perak,Peracke Pera Perat,2,3,1826-01-01,0,1529,1,1,01-01-1826,214254,1891,0,502359,-9,2,0,1,1874-01-20,0,1,0,1,0,1,1,1,4 46 0 N,100 56 0 E,,1,1,1,1,820,,,,,,,,,,,,,,,,,,,,
135,PER,Peru,-9,1,4,1821-07-15,0,-9,-9,1,15-07-1821,1248723,1821,0,-9,-9,2,0,-9,1836-10-27,0,3,1,-9,1,1,-9,1,12 3 0 S,77 2 0 W,Lima,-9,1,-9,1,135,,,,,,,,,,,,,,,,,,,,
135,PER,Peru,-9,2,4,1839-01-01,0,-9,-9,-9,-9,1248723,1821,0,-9,-9,3,0,-9,2016-12-31,0,-9,-9,-9,0,1,1,0,12 3 0 S,77 2 0 W,Lima,-9,1,-9,-9,135,,,,,,,,,,,,,,,,,,,,
136,PBC,Peru-Bolivian Confederation,-9,1,4,1836-10-28,0,-9,-9,1,28-10-1836,2355723,1825,0,-9,-9,4,1,1,1839-01-01,1,4,1,-9,0,1,1,1,18 0 52.78 S,70 14 55.93 W,Tacna,1,1,1,0,135,145,,,,,,,,,,,,,,,,,,,
840,PHI,Philippines,-9,1,3,1946-07-04,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
290,POL,Poland,-9,1,5,1945-06-28,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
290,POL,Poland,-9,1,5,1918-11-03,0,-9,-9,0,-9,23'968'000,1920,0,-9,-9,3,0,1,1939-09-27,0,2,0,0,0,1,1,1,52 13 0 N,21 2 0 E,Warsaw,1,0,1,0,290,369,368,370,,,,,,,,,,,,,,,,,
7561,PES,Poona,"(of the) Peshwa/s, Maharashtra, Satara, Poona district, Pune, Puna",2,2,1816-01-01,0,1739,1,0,-9,922439,1871,0,4000000,-9,2,0,1,1818-12-31,1,1,0,1,1,1,0,1,18 31 13 N,73 51 24 E,Pune,1,1,1,0,750,,,,,,,,,,,,,,,,,,,,
235,POR,Portugal,-9,1,5,1816-01-01,0,01-12-1640,0,0,-9,3'297'000,1820,0,-9,-9,2,0,0,2016-12-31,0,-9,-9,-9,0,1,1,0,38 46 0 N,9 9 0 W,Lissabon,1,0,-9,-9,235,,,,,,,,,,,,,,,,,,,,
7691,PUN,Punjab,"Panjab, Panjuab, (of the Sikhs)",1,2,1816-01-01,0,1799,1,0,-9,4740000,1834,0,17251627,-9,2,0,1,1846-03-16,0,1,0,1,0,1,1,1,31 32 59 N,74 20 37 E,Lahore,1,0,1,0,770,750,,,,,,,,,,,,,,,,,,,
694,QAT,Qatar,-9,1,6,1971-09-03,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
6845,QUA,Quaiti Sultanate,-9,2,6,1849-01-01,1,-9,-9,0,-9,60000,1880,0,-9,-9,1,1,0,1882-12-31,0,1,0,1,0,1,0,1,14 32 0 N,49 08 0 E,Ash-Shihr,1,0,0,0,679,680,,,,,,,,,,,,,,,,,,,
4766,RAB,Rabih,Rabih's state,,1,1878-01-01,1,-9,-9,0,-9,5360000,1892,1,-9,-9,6,0,0,1900-04-22,0,1,0,-9,0,1,0,0,12 1 26 N,13 54 57 E,Dikwa,1,0,1,0,475,436,483,471,482,,,,,,,,,,,,,,,,
817,RVN,Republic of Vietnam,-9,1,3,1954-06-04,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1975-04-30,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
258,REG,Reuss-Greiz,"Reuss Elder Line, Reu?? Senior Line, Reuss-Greitz ",3,5,1816-01-01,0,1815,1,0,-9,30293,1816,0,-9,25500,2,1,1,1866-08-18,1,3,0,1,0,1,1,0,50 39 17 N,12 11 59 E,Greiz,0,0,1,1,255,265,,,,,,,,,,,,,,,,,,,
259,RSS,Reuss-Schleiz,Reuss Younger Line,3,5,1816-01-01,0,1815,1,0,-9,59500,1831,0,77400,20580,2,1,1,1866-08-18,0,3,0,1,0,1,1,0,50 52 50 N,12 5 0 E,Gera,0,0,0,0,255,265,,,,,,,,,,,,,,,,,,,
8544,RIA,Riau,Riau-Johor,3,3,1819-01-01,0,1511,1,-9,-9,1200000,1960,1,-9,-9,2,0,0,1824-12-31,0,1,0,1,1,1,0,1,0 32 0 N,101 27 0 E,,1,0,0,0,850,,,,,,,,,,,,,,,,,,,,
360,ROM,Romania,-9,1,5,1878-07-13,0,-9,-9,1,21-05-1877,3864848,1859,0,7900000,-9,2,0,1,2016-12-31,0,-9,-9,-9,0,1,1,0,44 25 57 N,26 6 14 E,Bucarest,1,0,-9,-9,360,,,,,,,,,,,,,,,,,,,,
5521,ROZ,Rozvi Empire,Changamire Rozvi Rozwe Mutapa Empire,3,1,1816-01-01,0,1696,0,0,-9,1000000,1700,0,1000000,-9,2,0,0,1834-12-31,0,2,0,0,0,1,0,0,20 08 25.8 S,28 25 32.0 E,Danangombe,1,0,1,0,552,,,,,,,,,,,,,,,,,,,,
517,RWA,Ruanda,"Nigina Kingdom of Rwanda, Nyiginya",2,1,1816-01-01,0,1650,1,0,-9,2000000,1844,0,2000000,-9,1,0,0,1894-12-31,1,1,0,0,0,1,0,0,02 21 06 S,29 45 03 E,Nyanza,1,0,0,0,517,,,,,,,,,,,,,,,,,,,,
365,RUS,Russia,-9,1,5,1816-01-01,0,1480,0,0,-9,45'606'000,1867,0,-9,-9,2,0,0,2016-12-31,0,-9,-9,-9,0,1,1,0,55 45 21 N,37 37 2 E,Moscow,0,0,-9,-9,365,369,366,367,368,375,370,371,372,373,701,705,703,702,704,290,,,,,
517,RWA,Rwanda,-9,1,1,1962-07-01,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
